,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw
178,377,52145,517,b'GALAXY',b'STARBURST',0.05927205,908.1474,271.6922,936.5137,60.61479,31.68032,117.4957,89.27193,-147.8022,-10.46726
179,378,52146,588,b'GALAXY',b'STARFORMING',0.01568335,404.6316,126.5284,317.287,14.4605,9.667119,38.35366,30.13046,-38.50103,-1.130294
180,266,51630,36,b'GALAXY',b'STARFORMING',0.04808582,510.6647,91.71097,55.35548,367.8763,19.59912,80.1356,70.84364,-15.40855,-10.87734
181,266,51630,157,b'GALAXY',b'STARBURST',0.021758,2292.528,638.0527,780.1143,465.8451,59.05846,430.3535,299.6579,-56.84101,-11.58867
182,267,51608,172,b'GALAXY',b'STARBURST',0.1110355,661.7244,135.8446,62.87858,257.8566,25.39231,124.4592,90.49993,-63.30981,-24.68404
183,267,51608,438,b'GALAXY',b'STARBURST',0.07421976,190.1765,58.66723,77.76672,34.95163,10.20678,47.10017,33.89153,-49.31081,-8.817168
184,267,51608,574,b'GALAXY',b'STARFORMING',0.02883614,375.5454,88.90245,21.49068,139.5597,11.3509,64.17443,40.79393,-15.02626,-5.587634
185,268,51633,151,b'GALAXY',b'STARBURST',0.09126621,279.7733,72.18984,49.25061,90.95322,8.937804,53.63404,40.43362,-40.78493,-13.05873
186,268,51633,200,b'GALAXY',b'STARBURST',0.006497472,711.5928,232.0531,843.854,12.83925,7.868149,41.95772,24.77304,-231.3044,-3.274545
187,269,51910,370,b'GALAXY',b'STARBURST',0.08082879,554.0924,141.4773,40.10315,220.3466,11.83165,94.49089,72.43901,-42.85357,-17.54003
188,269,51910,582,b'GALAXY',b'STARFORMING',0.03345294,530.6071,134.492,59.30315,252.5382,18.67353,113.5687,79.41481,-15.28411,-7.30785
189,270,51909,427,b'GALAXY',b'STARBURST',0.06260736,1236.279,359.3741,280.1463,384.277,36.29418,226.3982,165.3255,-60.44199,-19.09498
190,270,51909,633,b'GALAXY',b'STARFORMING',0.08264837,612.764,138.4865,32.15717,200.3131,17.04222,96.07262,69.77822,-34.47443,-11.16642
191,271,51883,206,b'GALAXY',b'STARBURST',0.05141086,580.6456,198.851,425.0957,62.70263,19.67712,100.0103,70.20012,-93.24145,-10.70634
192,271,51883,572,b'GALAXY',b'STARFORMING',0.07827315,290.9982,80.30214,23.66568,105.7256,8.586535,57.71775,34.12204,-32.33996,-12.30251
193,271,51883,617,b'GALAXY',b'AGN',0.05533539,131.3345,40.49939,82.8525,217.8381,36.40007,93.30397,65.98545,-4.296219,-7.182737
194,272,51941,412,b'GALAXY',b'STARBURST',0.07163879,773.2361,182.302,43.97686,219.4202,15.53211,142.1628,96.30734,-40.29212,-11.33952
195,273,51957,442,b'GALAXY',b'STARBURST',0.1036107,951.7054,259.3556,1185.37,72.62118,19.92665,63.49559,51.00137,-217.5287,-16.56925
196,274,51913,15,b'GALAXY',b'STARFORMING',0.09554537,407.0441,99.00855,48.1954,123.4305,14.16745,88.70724,59.78736,-40.62293,-12.25454
197,274,51913,18,b'GALAXY',b'STARFORMING',0.03808925,296.0841,80.7164,29.47917,85.0097,7.595944,72.84577,50.03892,-20.26916,-5.802281
198,274,51913,131,b'GALAXY',b'STARFORMING',0.1073855,209.119,55.09372,44.20469,145.4772,16.09825,49.88129,40.81655,-17.03221,-11.06511
199,274,51913,281,b'GALAXY',b'STARBURST',0.08837735,294.9728,75.98149,30.65468,109.0339,6.689439,52.94896,35.50238,-41.3559,-15.37202
200,274,51913,380,b'GALAXY',b'STARBURST',0.03511519,686.4437,157.7172,103.3953,172.542,14.37349,102.1342,74.09666,-32.9908,-12.61146
201,275,51910,332,b'GALAXY',b'STARBURST',0.02828352,700.4821,207.4718,527.6455,62.91827,20.33674,102.5723,70.97884,-49.14561,-4.481804
202,276,51909,77,b'GALAXY',b'STARFORMING',0.0829101,385.7502,41.44675,15.94457,183.5235,11.91367,61.02241,46.73424,-27.53084,-13.10114
203,276,51909,79,b'GALAXY',b'STARBURST',0.1080172,243.6653,78.66297,93.21425,54.95187,10.38823,50.24173,36.33471,-62.80682,-12.07899
204,276,51909,410,b'GALAXY',b'STARFORMING',0.09987651,144.6154,36.28507,17.14778,59.08571,5.359725,27.86034,22.02934,-25.49261,-12.79504
205,276,51909,501,b'GALAXY',b'STARFORMING',0.0386696,208.9348,54.28891,38.12234,53.27592,9.276798,54.67038,38.10674,-23.90882,-5.901172
206,276,51909,544,b'GALAXY',b'STARFORMING',0.07145859,403.2708,103.2359,41.53917,134.6138,14.19729,79.78158,52.42763,-33.78703,-11.06554
207,277,51908,374,b'GALAXY',b'STARBURST',0.1031118,2375.589,617.7669,587.4857,678.1672,57.76651,388.9698,280.0799,-114.6993,-32.83701
208,278,51900,382,b'GALAXY',b'STARBURST',0.06587284,1883.182,331.2387,116.8855,882.8779,51.80898,276.1301,232.9238,-48.47319,-22.61342
209,279,51608,123,b'GALAXY',b'STARFORMING',0.07664753,784.4067,181.6466,107.0159,322.9309,24.1419,108.9514,82.02302,-23.55885,-9.893503
210,279,51984,191,b'GALAXY',b'STARFORMING',0.08011892,262.475,71.65208,53.04347,64.63465,8.364959,51.63147,34.33421,-35.3375,-8.402251
211,279,51984,264,b'GALAXY',b'STARBURST',0.07243424,551.8165,176.678,236.3904,114.5807,19.94839,102.1803,71.98612,-54.03299,-11.00932
212,279,51984,615,b'GALAXY',b'AGN',0.1859561,202.4082,48.0704,174.2283,155.7571,17.37703,28.79675,42.6396,-25.12589,-18.45377
213,280,51612,50,b'GALAXY',b'AGN',0.02933633,2242.776,533.9911,3690.218,1799.057,250.8407,604.7926,534.7977,-29.66302,-22.73
214,280,51612,125,b'GALAXY',b'STARFORMING',0.04991531,314.2972,109.258,140.6127,56.99998,14.02698,68.70733,47.37771,-28.92934,-5.353204
215,280,51612,190,b'GALAXY',b'STARFORMING',0.1004193,209.1292,58.5738,22.13943,69.08305,7.072359,40.88511,29.12722,-36.66708,-13.69527
216,280,51612,206,b'GALAXY',b'STARFORMING',0.0868491,478.6799,132.0603,109.1709,199.8424,16.72096,83.90808,70.26112,-30.56937,-12.9351
217,280,51612,263,b'GALAXY',b'STARFORMING',0.05561491,328.995,63.56769,16.93983,127.4029,8.276238,55.45536,41.32201,-25.88893,-9.976609
218,280,51612,279,b'GALAXY',b'STARBURST',0.0396691,652.776,224.7276,314.2882,113.33,22.88282,114.4659,80.77689,-62.58317,-11.35012
219,280,51612,339,b'GALAXY',b'',0.1142839,174.9404,46.3033,48.95963,45.83739,6.304691,36.20608,21.85731,-38.65197,-12.42863
220,282,51658,554,b'GALAXY',b'',0.1184284,330.1085,70.71838,13.96128,128.6194,11.91245,47.45781,30.23938,-18.86535,-7.497383
221,283,51959,399,b'GALAXY',b'STARBURST',0.09039737,219.5009,64.49007,86.51064,37.38192,8.209199,48.23001,33.1425,-37.76805,-5.884443
222,284,51662,164,b'GALAXY',b'STARBURST',0.004599118,3773.873,1189.225,6212.699,56.21639,33.80081,136.5581,103.6644,-565.489,-9.44838
223,284,51943,209,b'GALAXY',b'STARFORMING',0.05139739,854.5049,216.862,205.5826,476.9696,46.9022,200.2241,161.0872,-24.07893,-13.05017
224,284,51662,342,b'GALAXY',b'STARFORMING',0.1061767,442.7581,101.6879,77.76664,165.7528,25.00288,93.28813,58.77506,-40.36595,-17.45654
225,284,51943,498,b'GALAXY',b'STARBURST',0.05071805,455.2072,147.8568,242.3838,66.48183,12.08504,76.88021,53.81518,-80.05595,-12.77396
226,284,51662,587,b'GALAXY',b'STARBURST',0.06500966,605.8226,134.0318,124.7691,190.0621,19.60214,124.0094,83.94193,-57.35085,-17.5511
227,285,51663,90,b'GALAXY',b'STARFORMING',0.02017283,299.7468,84.66661,62.83589,72.20127,11.99575,79.75404,44.55765,-24.22053,-5.668577
228,287,52023,617,b'GALAXY',b'AGN',0.07851025,320.125,74.25469,127.1135,226.98,17.18422,84.09535,50.78005,-20.27439,-14.43356
229,288,52000,253,b'GALAXY',b'STARFORMING',0.0211381,247.857,73.76612,66.37888,50.21653,9.505112,62.80334,45.92185,-26.71541,-5.141101
230,289,51990,140,b'GALAXY',b'STARFORMING',0.1144965,377.0467,73.18829,137.8572,265.6056,17.23981,62.30394,47.17454,-21.6834,-15.63258
231,289,51990,636,b'GALAXY',b'STARFORMING',0.07857781,707.6084,156.1358,63.64018,329.4513,19.65919,110.5892,95.22401,-27.11933,-12.47038
232,290,51941,604,b'GALAXY',b'STARFORMING',0.04581083,300.6032,89.887,149.2154,48.59665,11.23247,63.59479,43.54101,-34.30882,-6.377315
233,291,51660,227,b'GALAXY',b'STARFORMING',0.008607156,132.4366,34.79415,13.74103,37.53514,3.237042,26.99332,18.70745,-30.4187,-8.274519
234,291,51660,327,b'GALAXY',b'STARFORMING',0.07960442,128.3858,29.98621,55.7878,82.17247,34.9886,85.90708,69.64674,-7.689307,-4.624637
235,291,51928,592,b'GALAXY',b'STARBURST',0.07872029,578.679,168.7545,346.2082,74.94999,12.65324,77.22856,56.41112,-139.4735,-18.37529
236,292,51609,347,b'GALAXY',b'STARFORMING',0.04456947,682.72,179.6328,79.60102,226.2223,20.33778,134.1387,90.75987,-31.62335,-10.27165
237,292,51609,550,b'GALAXY',b'STARFORMING',0.01354416,261.2859,81.43195,69.85065,65.79804,11.61498,72.60014,43.54192,-13.45632,-3.287888
238,292,51609,602,b'GALAXY',b'STARBURST',0.09709336,911.4133,205.9892,80.2434,436.4108,26.62639,144.8589,105.4229,-47.90996,-23.23553
239,294,51986,51,b'GALAXY',b'STARBURST',0.01815001,451.7847,132.3449,267.7618,47.45559,7.484055,77.7123,55.92635,-75.33452,-7.805027
240,266,51630,100,b'GALAXY',b'STARBURST',0.0047763,18835.12,5755.302,31517.64,219.5181,140.5447,491.8314,386.6843,-1776.436,-18.91684
241,266,51630,324,b'GALAXY',b'STARFORMING',0.06147218,316.7157,100.3149,136.573,50.85091,10.48476,68.23723,43.28254,-35.96257,-6.662622
242,267,51608,84,b'GALAXY',b'AGN',0.08362079,203.1273,56.25274,255.691,277.184,38.12624,81.41887,66.64014,-6.509332,-8.90536
243,267,51608,181,b'GALAXY',b'STARFORMING',0.03704123,142.7995,38.72056,61.89884,20.31067,8.183682,28.70416,21.9203,-29.268,-3.897695
244,267,51608,244,b'GALAXY',b'STARFORMING',0.08136618,354.9441,77.33115,24.42945,113.7861,11.77949,66.79474,49.54191,-33.45014,-10.59298
245,268,51633,136,b'GALAXY',b'STARFORMING',0.08837859,275.9362,62.26284,16.22207,92.25349,11.20867,46.21868,34.84282,-22.85673,-7.785167
246,268,51633,433,b'GALAXY',b'STARBURST',0.08737121,2461.139,438.9782,288.1552,912.5567,76.85454,385.6751,315.8388,-86.46703,-32.01997
247,268,51633,621,b'GALAXY',b'AGN BROADLINE',0.2151756,479.0676,85.22955,261.0777,311.9008,21.92163,65.65634,52.8606,-33.44124,-21.39183
248,269,51910,199,b'GALAXY',b'STARBURST',0.1226908,978.9601,219.2803,85.29597,424.3368,26.39112,150.0139,115.6628,-78.72408,-34.18681
249,270,51909,50,b'GALAXY',b'AGN BROADLINE',0.04243781,635.1912,108.6319,687.4507,634.578,77.27667,248.9403,209.4751,-17.37357,-14.11501
250,270,51909,291,b'GALAXY',b'STARFORMING',0.04344077,417.4377,82.42498,32.02139,124.8211,14.06994,94.64693,54.62796,-32.15743,-9.604229
251,272,51941,132,b'GALAXY',b'STARFORMING',0.06151316,282.0986,79.86786,83.67729,55.99494,10.95037,54.34764,38.12459,-41.76935,-8.279317
252,273,51957,342,b'GALAXY',b'AGN',0.09687928,261.7413,67.02151,235.2785,225.9753,44.10396,117.4903,88.65932,-18.7868,-15.76229
253,273,51957,480,b'GALAXY',b'STARBURST',0.09655832,394.9946,109.8357,32.3434,126.8341,12.06885,67.29556,53.21474,-42.20525,-14.07519
254,274,51913,419,b'GALAXY',b'STARFORMING',0.05914621,261.8888,40.46021,13.50257,110.2647,11.37709,53.06108,35.97949,-18.58799,-7.630463
255,275,51910,3,b'GALAXY',b'STARBURST',0.06768276,527.3449,132.4365,71.03616,143.9382,18.98693,110.1121,74.74555,-57.74039,-15.75461
256,275,51910,152,b'GALAXY',b'STARFORMING',0.1149735,380.8466,79.17403,50.32706,144.8603,11.47794,69.22199,47.62257,-29.79352,-11.19593
257,275,51910,476,b'GALAXY',b'STARFORMING',0.02630042,618.0786,133.2381,123.5949,474.2331,80.1551,287.626,205.625,-17.83476,-13.393
258,276,51909,25,b'GALAXY',b'AGN',0.1141904,103.9076,23.3438,101.314,103.7861,14.40993,35.67229,33.09203,-11.71076,-9.387446
259,276,51909,239,b'GALAXY',b'STARBURST',0.07412218,513.5345,127.035,52.84577,157.5916,13.40137,96.72636,69.24665,-36.43274,-10.772
260,276,51909,242,b'GALAXY',b'',0.1156367,250.2202,50.85519,11.30763,115.1538,8.767488,44.68783,30.57519,-25.22609,-11.5645
261,276,51909,590,b'GALAXY',b'STARFORMING',0.03928244,603.2892,131.4987,104.4028,206.3988,32.2869,146.7974,102.1826,-25.30673,-8.807433
262,277,51908,490,b'GALAXY',b'STARBURST',0.04979068,383.1319,124.6216,85.42223,94.51383,12.48293,84.93108,57.87333,-45.22551,-11.26269
263,278,51900,205,b'GALAXY',b'STARFORMING',0.1084826,309.3083,54.94825,16.83056,155.5354,14.92051,60.88506,43.18663,-29.03798,-13.81065
264,278,51900,218,b'GALAXY',b'STARFORMING',0.03825541,385.7111,107.0232,125.3864,71.6879,12.79511,76.35878,50.93597,-42.93991,-7.591872
265,278,51900,392,b'GALAXY',b'STARBURST',0.1016841,2703.311,692.1878,805.4864,611.5193,74.551,419.2635,315.8529,-105.66,-24.02258
266,279,51608,11,b'GALAXY',b'STARBURST',0.05019517,347.5454,115.4782,233.2247,45.15194,15.48183,64.90401,47.59558,-52.84966,-6.691646
267,279,51608,77,b'GALAXY',b'STARFORMING',0.06892508,301.3291,82.83189,96.89584,56.08359,10.74286,65.26768,42.72984,-36.91491,-6.516974
268,279,51608,223,b'GALAXY',b'STARBURST',0.07223091,320.0948,84.83987,84.28352,83.63903,9.393789,64.75433,44.18373,-43.757,-10.94605
269,279,51984,397,b'GALAXY',b'STARBURST',0.07278237,329.4857,104.9632,80.22011,83.84126,14.27429,64.49587,46.7653,-47.37599,-12.21808
270,280,51612,89,b'GALAXY',b'STARBURST',0.0400748,479.9044,152.6523,155.8914,114.0964,17.21944,109.0181,75.73763,-42.23407,-10.5578
271,280,51612,166,b'GALAXY',b'STARFORMING',0.07335193,108.2154,25.76245,14.25116,35.92215,6.500576,27.78439,18.80275,-20.13555,-6.647748
272,280,51612,323,b'GALAXY',b'STARBURST',0.057577,984.1045,194.6794,122.7734,315.7757,21.47515,166.3877,116.107,-55.59151,-17.94352
273,281,51614,140,b'GALAXY',b'STARBURST',0.06191791,348.2754,79.62691,57.03772,97.29269,13.62169,74.79091,51.36239,-47.90691,-13.3743
274,281,51614,206,b'GALAXY',b'STARFORMING',0.04205796,429.8592,46.3578,29.58962,222.0574,21.52734,77.20524,57.67603,-9.440722,-4.94235
275,281,51614,230,b'GALAXY',b'AGN',0.04872853,1025.164,237.7314,1897.493,768.3726,108.6693,320.4705,256.8765,-19.20058,-13.47301
276,281,51614,515,b'GALAXY',b'STARBURST',0.104035,525.0442,97.17891,38.50795,237.3797,17.72931,86.15811,72.3738,-52.67683,-23.77221
277,283,51959,170,b'GALAXY',b'STARBURST',0.1201918,435.0278,98.36333,22.95435,151.7291,9.57394,67.50512,44.6757,-39.27082,-13.52976
278,283,51959,595,b'GALAXY',b'STARFORMING',0.04709229,131.6156,26.28679,21.83965,47.5487,10.44598,35.40441,21.0302,-8.967314,-3.051569
279,284,51662,425,b'GALAXY',b'STARBURST',0.07942107,321.3488,76.37176,64.31393,95.25562,15.39534,72.30988,41.87764,-50.24343,-14.89085
280,284,51943,508,b'GALAXY',b'STARFORMING',0.05646652,733.7533,161.2376,64.66861,260.5429,21.76641,120.7612,87.68684,-39.76182,-14.00961
281,285,51663,38,b'GALAXY',b'STARFORMING',0.08270715,142.1368,30.1918,36.12397,30.45182,14.13947,37.22874,30.3101,-28.49534,-6.367859
282,285,51663,417,b'GALAXY',b'STARFORMING',0.07799308,759.0236,185.6198,181.8349,392.6957,25.77658,142.52,107.6628,-30.75285,-15.61597
283,286,51999,115,b'GALAXY',b'STARFORMING',0.06284298,348.8574,70.77538,69.98228,173.4184,23.56286,73.14693,52.85388,-15.77632,-8.098708
284,287,52023,108,b'GALAXY',b'STARBURST',0.02085222,1016.523,278.6549,653.9125,153.7324,40.34917,175.7065,135.937,-45.31585,-6.654374
285,287,52023,205,b'GALAXY',b'STARBURST',0.1143793,807.8409,175.5993,172.9278,363.6754,50.35277,184.9003,138.4799,-57.43503,-25.37386
286,288,52000,401,b'GALAXY',b'STARBURST',0.1173368,460.5592,118.6777,30.81444,205.4403,8.729768,61.50058,58.45136,-56.58212,-25.40281
287,289,51990,10,b'GALAXY',b'STARBURST',0.04823133,407.6655,115.8017,98.4165,108.9857,18.03859,86.54015,59.55347,-46.63084,-12.27972
288,290,51941,15,b'GALAXY',b'STARFORMING',0.04810444,1136.561,290.2408,50.49383,433.0243,26.29489,175.4478,128.844,-43.37922,-16.61177
289,290,51941,317,b'GALAXY',b'STARFORMING',0.1531762,346.9341,66.75296,52.57327,130.6832,13.29655,60.04168,48.51607,-32.6608,-12.56001
290,291,51928,299,b'GALAXY',b'STARBURST',0.07608227,643.9169,146.7894,37.0346,270.2305,21.83057,109.3367,80.69951,-44.62486,-18.86004
291,291,51928,484,b'GALAXY',b'STARBURST',0.08203045,546.182,150.0703,143.1208,138.0154,17.69714,98.03845,71.42422,-42.09229,-10.56019
292,292,51609,93,b'GALAXY',b'STARFORMING',0.08786316,985.4172,216.2272,171.1982,492.6194,15.03295,133.3944,110.3883,-58.96118,-27.80929
293,292,51609,309,b'GALAXY',b'STARFORMING',0.005418549,249.2612,81.97454,94.46296,55.30352,17.59989,49.23561,36.90862,-10.43913,-2.210704
294,292,51609,505,b'GALAXY',b'STARBURST',0.09314726,664.4633,188.8702,203.8832,160.252,22.38851,134.361,97.64306,-67.6504,-15.9445
295,293,51994,141,b'GALAXY',b'STARBURST',0.1888679,803.9871,202.0831,120.9051,334.7649,24.15177,125.1252,94.91611,-78.57631,-38.12214
296,293,51994,257,b'GALAXY',b'STARBURST',0.0468502,1192.926,403.5567,809.3398,167.9597,27.98953,183.3861,133.7604,-146.5997,-20.52471
297,294,51986,399,b'GALAXY',b'AGN',0.1858858,273.3194,71.77874,388.8724,191.9088,16.78743,58.52967,46.94173,-24.60558,-16.94653
298,295,51985,147,b'GALAXY',b'STARFORMING',0.1187955,318.4815,72.53809,30.58987,116.7368,12.25408,66.93988,47.34457,-33.51077,-11.96333
299,296,51665,426,b'GALAXY',b'STARFORMING',0.08202117,114.6265,28.4432,27.46624,71.25426,22.74363,61.60239,37.44012,-5.947713,-3.91179
300,380,51792,290,b'GALAXY',b'STARBURST',0.0456303,328.6295,102.7483,248.6711,30.20572,11.0252,41.52508,30.75706,-54.24882,-5.00981
301,381,51811,473,b'GALAXY',b'',0.1931291,359.9818,92.78723,55.23767,108.3443,11.62982,62.20622,46.18615,-89.31976,-37.71709
302,382,51816,426,b'GALAXY',b'AGN',0.178986,195.4396,51.20891,498.4954,200.1767,19.28298,67.33503,62.36456,-18.02817,-17.8619
303,383,51818,134,b'GALAXY',b'STARFORMING',0.1486456,447.6242,106.193,20.05317,185.9603,14.33793,57.66129,48.45278,-37.407,-15.57713
304,383,51818,415,b'GALAXY',b'STARBURST',0.1076561,407.3263,89.37249,63.34496,122.1839,13.94576,64.20631,45.38725,-41.52503,-12.33655
305,384,51821,254,b'GALAXY',b'STARFORMING',0.09416731,184.5613,27.83849,13.32475,81.23352,10.70975,40.3589,26.96034,-25.13711,-11.91654
306,385,51877,20,b'GALAXY',b'',0.277114,285.9368,57.59624,15.26352,97.68092,9.670924,37.85324,36.40926,-46.63153,-16.76981
307,385,51783,141,b'GALAXY',b'STARFORMING',0.1669394,128.4411,29.25397,38.46198,84.18577,13.59155,26.44368,20.79732,-12.52757,-8.408224
308,385,51877,537,b'GALAXY',b'STARFORMING',0.03660264,552.4689,123.0474,49.37454,271.8711,24.91774,143.8953,111.3063,-20.1309,-9.59187
309,388,51793,78,b'GALAXY',b'STARBURST',0.04011974,539.0433,151.6665,97.97902,139.4268,17.46912,117.5269,87.33959,-38.81384,-9.848383
310,388,51793,421,b'GALAXY',b'STARBURST',0.0619478,312.1857,82.71018,216.7576,29.87194,8.3214,40.72159,30.38974,-67.51518,-6.712951
311,388,51793,605,b'GALAXY',b'STARBURST',0.05263514,1124.223,278.8465,205.0627,267.2384,36.79836,222.1047,151.2531,-61.31919,-14.75823
312,389,51795,144,b'GALAXY',b'STARBURST',0.08591224,477.1635,129.4885,119.7833,133.5986,17.65692,79.6489,56.96809,-42.98802,-11.97222
313,390,51900,9,b'GALAXY',b'STARFORMING',0.06627876,218.7821,41.13275,11.62194,125.8187,14.41731,51.43858,36.55488,-16.05316,-9.331155
314,390,51900,39,b'GALAXY',b'STARBURST',0.06291077,403.4626,113.3018,177.3024,61.71198,15.23535,73.26968,50.17754,-58.34376,-9.229839
315,390,51816,126,b'GALAXY',b'STARBURST',0.08408848,339.981,117.5924,152.3672,83.33742,10.96229,64.38949,51.36551,-49.06296,-12.45247
316,390,51900,319,b'GALAXY',b'STARFORMING',0.05994021,141.2042,27.91924,16.37956,70.11318,9.995642,31.29922,20.22158,-9.899372,-4.758283
317,390,51900,422,b'GALAXY',b'STARFORMING',0.01792637,269.0211,92.79933,146.0907,39.97963,9.252685,60.6694,42.98571,-25.33834,-3.614349
318,390,51900,581,b'GALAXY',b'STARBURST',0.1565301,397.0567,100.9335,72.64161,113.3643,11.72244,61.88095,46.1761,-82.71976,-24.29097
319,391,51782,205,b'GALAXY',b'STARFORMING',0.04558457,358.1663,80.33499,30.83414,125.7391,14.02515,81.92129,54.35339,-48.41727,-16.96775
320,391,51782,575,b'GALAXY',b'STARFORMING',0.06130474,233.1664,59.68656,25.32572,74.35129,8.260009,43.86023,33.79152,-28.50346,-8.846734
321,392,51793,142,b'GALAXY',b'STARBURST',0.04653296,789.2894,321.5078,605.3605,130.4017,27.68249,163.4342,121.5634,-55.56546,-8.886065
322,392,51793,325,b'GALAXY',b'STARFORMING',0.04105999,614.2813,165.1455,132.8506,161.9738,22.93496,134.5309,93.48019,-43.71549,-11.18564
323,394,51876,17,b'GALAXY',b'STARBURST',0.04793875,340.7104,103.2652,59.78473,80.37979,11.65247,74.44413,49.81917,-45.5798,-10.76821
324,394,51913,173,b'GALAXY',b'STARFORMING',0.1558152,275.9169,67.14565,14.20468,103.6295,10.63626,33.06153,25.48678,-17.39221,-6.788768
325,394,51913,224,b'GALAXY',b'STARFORMING',0.108078,132.8616,19.07276,7.21325,42.59455,4.336287,24.84683,17.32779,-25.79972,-7.35375
326,394,51913,294,b'GALAXY',b'',0.1480353,178.9518,37.34307,19.08197,81.95142,6.710509,35.15673,23.40255,-34.67237,-15.73277
327,394,51812,380,b'GALAXY',b'STARBURST',0.2074037,519.8828,110.9153,50.30628,172.4798,16.10416,80.94452,58.56102,-84.53434,-27.52239
328,394,51812,497,b'GALAXY',b'STARFORMING',0.06306413,225.6217,43.53745,37.40837,65.89336,11.64785,52.05153,36.18499,-30.80364,-8.855492
329,394,51812,552,b'GALAXY',b'STARFORMING',0.06273854,575.9011,149.7149,54.90015,198.7739,19.0613,104.1976,75.44895,-36.92482,-12.88592
330,394,51913,580,b'GALAXY',b'STARFORMING',0.05298989,245.9746,76.24983,61.35614,63.3007,9.043121,52.89365,37.64502,-27.33157,-7.363102
331,395,51783,544,b'GALAXY',b'STARBURST',0.1729987,303.2085,67.76351,31.04159,114.8183,11.39251,49.25373,32.96572,-42.4096,-19.06905
332,396,51816,102,b'GALAXY',b'STARFORMING',0.1712559,623.0759,130.6597,60.99401,320.4602,28.90668,100.3906,77.29324,-35.35622,-18.27384
333,396,51816,365,b'GALAXY',b'STARBURST',0.1208709,234.9702,58.57222,34.43875,53.37061,7.93541,45.8256,30.7327,-46.03067,-10.03222
334,396,51816,467,b'GALAXY',b'STARFORMING',0.06662305,205.8987,57.04927,29.06859,72.21934,8.044633,47.38204,33.98823,-20.80097,-7.04878
335,396,51816,528,b'GALAXY',b'STARBURST',0.03460514,362.9528,79.71677,37.58242,104.0721,11.25712,80.43602,57.57664,-36.16068,-10.27036
